Time,Amplitude
0.0,0.0
0.00012501562695336918,7.0705816139342
0.00025003125390673836,3.846825012986035
0.00037504688086010754,0.08662830126506993
0.0005000625078134767,5.622036078356845
0.000625078134766846,10.38438300808928
0.0007500937617202151,4.436687080691906
0.0008751093886735842,-2.0430513722237613
0.0010001250156269534,1.1815888163852197
0.0011251406425803227,4.383564656762839
0.001250156269533692,-2.132735482977977
0.001375171896487061,-8.099466413375813
0.0015001875234404302,-3.370044209516074
0.0016252031503937994,2.087221859963086
0.0017502187773471684,-1.7647113902020377
0.0018752344043005376,-5.062121445619479
0.002000250031253907,1.921847484315086
0.002125265658207276,8.862061682070825
0.0022502812851606453,5.49641513235876
0.0023752969121140144,1.6150791536256444
0.002500312539067384,7.01963490953973
0.002625328166020753,11.611182298098619
0.002750343792974122,5.485421234061757
0.0028753594199274913,-1.1471147019874932
0.0030003750468808603,1.9196409227565576
0.0031253906738342293,4.928425600591682
0.0032504063007875988,-1.7837912169024124
0.003375421927740968,-7.91685637078271
0.003500437554694337,-3.35479230693816
0.0036254531816477063,1.9036921141089094
0.0037504688086010753,-2.145981932991599
0.0038754844355544447,-5.6078589123127465
0.004000500062507814,1.2143366701548848
0.004125515689461183,7.965238017554881
0.004250531316414552,4.4154331215079425
0.004375546943367921,0.38752854180015284
0.004500562570321291,5.652700836255339
0.004625578197274659,10.08196660505034
0.004750593824228029,3.8037531722307043
0.004875609451181398,-2.939129541277604
0.005000625078134768,0.028670219244179704
0.005125640705088136,2.9194057483090043
0.005250656332041506,-3.8977380122777583
0.005375671958994875,-10.090960139420272
0.005500687585948244,-5.575642260662664
0.005625703212901613,-0.3815376856587056
0.005750718839854983,-4.481491791392885
0.005875734466808351,-7.948324308102219
0.006000750093761721,-1.1174214323942182
0.00612576572071509,5.624664851966058
0.006250781347668459,2.0802014239753697
0.006375796974621828,-1.897037481289149
0.0065008126015751976,3.432406090747128
0.006625828228528566,7.908308692655545
0.006750843855481936,1.6906343866492846
0.006875859482435305,-4.9469433231485
0.007000875109388674,-1.8612151019708398
0.007125890736342043,1.1283496821020096
0.0072509063632954125,-5.578088513762817
0.007375921990248782,-11.618510171037851
0.0075009376172021506,-6.941067098184683
0.00762595324415552,-1.6077458886427554
0.0077509688711088895,-5.560816408784099
0.007875984498062259,-8.8431887611477
0.008001000125015627,-1.823176331385294
0.008126015751968996,5.080470723803108
0.008251031378922366,1.700745160270952
0.008376047005875735,-2.0784933405546715
0.008501062632829104,3.449488611193242
0.008626078259782474,8.092498981990449
0.008751093886735842,2.0413930335960835
0.008876109513689211,-4.40004558772527
0.009001125140642581,-1.1214076620474178
0.00912614076759595,2.0257517198660073
0.009251156394549319,-4.52769669331341
0.009376172021502689,-10.389875245612359
0.009501187648456057,-5.54196023311631
0.009626203275409426,-0.078123451377488
0.009751218902362796,-3.90990829419682
0.009876234529316165,-7.050256906201058
0.010001250156269535,0.09975475486762833
0.010126265783222904,7.089642723070222
0.010251281410176272,3.783687482060599
0.010376297037129643,0.09629558749808709
0.010501312664083011,5.702033447468089
0.01062632829103638,10.377585067824675
0.01075134391798975,4.345623841838229
0.010876359544943119,-2.059147177083023
0.011001375171896487,1.2417673370246607
0.011126390798849858,4.365878488684506
0.011251406425803226,-2.2240218190924828
0.011376422052756595,-8.105129531853462
0.011501437679709965,-3.290526588672819
0.011626453306663334,2.094786583278638
0.011751468933616702,-1.8286208287669723
0.011876484560570073,-5.042509867123014
0.012001500187523441,2.020513525838658
0.01212651581447681,8.879669852159173
0.01225153144143018,5.43196241476661
0.012376547068383549,1.6235738813114944
0.012501562695336917,7.098119515021648
0.012626578322290288,11.602547997640867
0.012751593949243656,5.392703589656819
0.012876609576197025,-1.1646763848156336
0.013001625203150395,1.9780598451762297
0.013126640830103764,4.908702371361146
0.013251656457057132,-1.8768882406605778
0.013376672084010503,-7.924099840897105
0.013501687710963871,-3.277109180864886
0.01362670333791724,1.9091830577116227
0.01375171896487061,-2.211701589136854
0.013876734591823979,-5.589790406848444
0.014001750218777347,1.3112433074671896
0.014126765845730718,7.980887494799574
0.014251781472684086,4.349327503768725
0.014376797099637456,0.3946815753581596
0.014501812726590825,5.729673182053914
0.014626828353544194,10.071667631052106
0.014751843980497564,3.709722913657958
0.014876859607450933,-2.9576488612858465
